,MAE,EVS,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,projectedDaysOpen,NightSkiing_ac,clusters
Coefficient,5.473850496181158,0.9250913134971879,1.357172684528901,0.25566350582231934,0.09138372032306741,0.44770748657332593,0.8343259107213612,1.6246869676094988,1.4211021540908466,0.3910386104053494,1.2841990158535634,0.7735254534250768,1.6756755962110432,0.18437384403377477,0.17329193106947527,0.5527471302375719,0.1198393693514117,0.9011164799195781,0.31831377287186535,2.030158593532337,19.93119529897211,0.13173792512593208,0.6507304305611048,0.7750199763176073
